# library: decimal-rs
# key: method	width	scale	rounding	result
# result columns: kind(executed|na)	max_lsbe	max_ulp	scored	correctly_rounded	max_digits
# max_digits = exact decimal-digit length of the worst error magnitude (what the fidelity grade scores); max_lsbe is its bit-width.
# source: benches/lib_cmp_precision.rs (regenerate with `cargo bench --bench lib_cmp_precision --features wide,x-wide,xx-wide,macros`)
method	width	scale	rounding	kind	max_lsbe	max_ulp	scored	correctly_rounded	max_digits
acos	D76	0	HalfToEven	na	-1	na	0	0	-1
acos	D76	35	HalfToEven	na	-1	na	0	0	-1
acos	D76	75	HalfToEven	na	-1	na	0	0	-1
acos	D115	0	HalfToEven	na	-1	na	0	0	-1
acos	D115	57	HalfToEven	na	-1	na	0	0	-1
acos	D115	114	HalfToEven	na	-1	na	0	0	-1
acos	D153	0	HalfToEven	na	-1	na	0	0	-1
acos	D153	76	HalfToEven	na	-1	na	0	0	-1
acos	D153	152	HalfToEven	na	-1	na	0	0	-1
acos	D230	0	HalfToEven	na	-1	na	0	0	-1
acos	D230	115	HalfToEven	na	-1	na	0	0	-1
acos	D230	229	HalfToEven	na	-1	na	0	0	-1
acos	D307	0	HalfToEven	na	-1	na	0	0	-1
acos	D307	150	HalfToEven	na	-1	na	0	0	-1
acos	D307	306	HalfToEven	na	-1	na	0	0	-1
acos	D462	0	HalfToEven	na	-1	na	0	0	-1
acos	D462	230	HalfToEven	na	-1	na	0	0	-1
acos	D462	461	HalfToEven	na	-1	na	0	0	-1
acos	D616	0	HalfToEven	na	-1	na	0	0	-1
acos	D616	308	HalfToEven	na	-1	na	0	0	-1
acos	D616	615	HalfToEven	na	-1	na	0	0	-1
acos	D924	0	HalfToEven	na	-1	na	0	0	-1
acos	D924	460	HalfToEven	na	-1	na	0	0	-1
acos	D924	923	HalfToEven	na	-1	na	0	0	-1
acos	D1232	0	HalfToEven	na	-1	na	0	0	-1
acos	D1232	615	HalfToEven	na	-1	na	0	0	-1
acos	D1232	1231	HalfToEven	na	-1	na	0	0	-1
sinh	D18	0	HalfToEven	na	-1	na	0	0	-1
sinh	D18	9	HalfToEven	na	-1	na	0	0	-1
sinh	D18	17	HalfToEven	na	-1	na	0	0	-1
sinh	D38	0	HalfToEven	na	-1	na	0	0	-1
sinh	D38	19	HalfToEven	na	-1	na	0	0	-1
sinh	D38	37	HalfToEven	na	-1	na	0	0	-1
sinh	D57	0	HalfToEven	na	-1	na	0	0	-1
sinh	D57	28	HalfToEven	na	-1	na	0	0	-1
sinh	D57	56	HalfToEven	na	-1	na	0	0	-1
sinh	D76	0	HalfToEven	na	-1	na	0	0	-1
sinh	D76	35	HalfToEven	na	-1	na	0	0	-1
sinh	D76	75	HalfToEven	na	-1	na	0	0	-1
sinh	D115	0	HalfToEven	na	-1	na	0	0	-1
sinh	D115	57	HalfToEven	na	-1	na	0	0	-1
sinh	D115	114	HalfToEven	na	-1	na	0	0	-1
sinh	D153	0	HalfToEven	na	-1	na	0	0	-1
sinh	D153	76	HalfToEven	na	-1	na	0	0	-1
sinh	D153	152	HalfToEven	na	-1	na	0	0	-1
sinh	D230	0	HalfToEven	na	-1	na	0	0	-1
sinh	D230	115	HalfToEven	na	-1	na	0	0	-1
sinh	D230	229	HalfToEven	na	-1	na	0	0	-1
sinh	D307	0	HalfToEven	na	-1	na	0	0	-1
sinh	D307	150	HalfToEven	na	-1	na	0	0	-1
sinh	D307	306	HalfToEven	na	-1	na	0	0	-1
sinh	D462	0	HalfToEven	na	-1	na	0	0	-1
sinh	D462	230	HalfToEven	na	-1	na	0	0	-1
sinh	D462	461	HalfToEven	na	-1	na	0	0	-1
sinh	D616	0	HalfToEven	na	-1	na	0	0	-1
sinh	D616	308	HalfToEven	na	-1	na	0	0	-1
sinh	D616	615	HalfToEven	na	-1	na	0	0	-1
sinh	D924	0	HalfToEven	na	-1	na	0	0	-1
sinh	D924	460	HalfToEven	na	-1	na	0	0	-1
sinh	D924	923	HalfToEven	na	-1	na	0	0	-1
sinh	D1232	0	HalfToEven	na	-1	na	0	0	-1
sinh	D1232	615	HalfToEven	na	-1	na	0	0	-1
sinh	D1232	1231	HalfToEven	na	-1	na	0	0	-1
cosh	D18	0	HalfToEven	na	-1	na	0	0	-1
cosh	D18	9	HalfToEven	na	-1	na	0	0	-1
cosh	D38	0	HalfToEven	na	-1	na	0	0	-1
cosh	D38	19	HalfToEven	na	-1	na	0	0	-1
cosh	D57	0	HalfToEven	na	-1	na	0	0	-1
cosh	D57	28	HalfToEven	na	-1	na	0	0	-1
cosh	D76	0	HalfToEven	na	-1	na	0	0	-1
cosh	D76	35	HalfToEven	na	-1	na	0	0	-1
cosh	D115	0	HalfToEven	na	-1	na	0	0	-1
cosh	D115	57	HalfToEven	na	-1	na	0	0	-1
cosh	D153	0	HalfToEven	na	-1	na	0	0	-1
cosh	D153	76	HalfToEven	na	-1	na	0	0	-1
cosh	D230	0	HalfToEven	na	-1	na	0	0	-1
cosh	D230	115	HalfToEven	na	-1	na	0	0	-1
cosh	D307	0	HalfToEven	na	-1	na	0	0	-1
cosh	D307	150	HalfToEven	na	-1	na	0	0	-1
cosh	D462	0	HalfToEven	na	-1	na	0	0	-1
cosh	D462	230	HalfToEven	na	-1	na	0	0	-1
cosh	D616	0	HalfToEven	na	-1	na	0	0	-1
cosh	D616	308	HalfToEven	na	-1	na	0	0	-1
cosh	D924	0	HalfToEven	na	-1	na	0	0	-1
cosh	D924	460	HalfToEven	na	-1	na	0	0	-1
cosh	D1232	0	HalfToEven	na	-1	na	0	0	-1
cosh	D1232	615	HalfToEven	na	-1	na	0	0	-1
tanh	D18	0	HalfToEven	na	-1	na	0	0	-1
tanh	D18	9	HalfToEven	na	-1	na	0	0	-1
tanh	D18	17	HalfToEven	na	-1	na	0	0	-1
tanh	D38	0	HalfToEven	na	-1	na	0	0	-1
tanh	D38	19	HalfToEven	na	-1	na	0	0	-1
tanh	D38	37	HalfToEven	na	-1	na	0	0	-1
tanh	D57	0	HalfToEven	na	-1	na	0	0	-1
tanh	D57	28	HalfToEven	na	-1	na	0	0	-1
tanh	D57	56	HalfToEven	na	-1	na	0	0	-1
tanh	D76	0	HalfToEven	na	-1	na	0	0	-1
tanh	D76	35	HalfToEven	na	-1	na	0	0	-1
tanh	D76	75	HalfToEven	na	-1	na	0	0	-1
tanh	D115	0	HalfToEven	na	-1	na	0	0	-1
tanh	D115	57	HalfToEven	na	-1	na	0	0	-1
tanh	D115	114	HalfToEven	na	-1	na	0	0	-1
tanh	D153	0	HalfToEven	na	-1	na	0	0	-1
tanh	D153	76	HalfToEven	na	-1	na	0	0	-1
tanh	D153	152	HalfToEven	na	-1	na	0	0	-1
tanh	D230	0	HalfToEven	na	-1	na	0	0	-1
tanh	D230	115	HalfToEven	na	-1	na	0	0	-1
tanh	D230	229	HalfToEven	na	-1	na	0	0	-1
tanh	D307	0	HalfToEven	na	-1	na	0	0	-1
tanh	D307	150	HalfToEven	na	-1	na	0	0	-1
tanh	D307	306	HalfToEven	na	-1	na	0	0	-1
tanh	D462	0	HalfToEven	na	-1	na	0	0	-1
tanh	D462	230	HalfToEven	na	-1	na	0	0	-1
tanh	D462	461	HalfToEven	na	-1	na	0	0	-1
tanh	D616	0	HalfToEven	na	-1	na	0	0	-1
tanh	D616	308	HalfToEven	na	-1	na	0	0	-1
tanh	D616	615	HalfToEven	na	-1	na	0	0	-1
tanh	D924	0	HalfToEven	na	-1	na	0	0	-1
tanh	D924	460	HalfToEven	na	-1	na	0	0	-1
tanh	D924	923	HalfToEven	na	-1	na	0	0	-1
tanh	D1232	0	HalfToEven	na	-1	na	0	0	-1
tanh	D1232	615	HalfToEven	na	-1	na	0	0	-1
tanh	D1232	1231	HalfToEven	na	-1	na	0	0	-1
asinh	D18	0	HalfToEven	na	-1	na	0	0	-1
asinh	D18	9	HalfToEven	na	-1	na	0	0	-1
asinh	D18	17	HalfToEven	na	-1	na	0	0	-1
asinh	D38	0	HalfToEven	na	-1	na	0	0	-1
asinh	D38	19	HalfToEven	na	-1	na	0	0	-1
asinh	D38	37	HalfToEven	na	-1	na	0	0	-1
asinh	D57	0	HalfToEven	na	-1	na	0	0	-1
asinh	D57	28	HalfToEven	na	-1	na	0	0	-1
asinh	D57	56	HalfToEven	na	-1	na	0	0	-1
asinh	D76	0	HalfToEven	na	-1	na	0	0	-1
asinh	D76	35	HalfToEven	na	-1	na	0	0	-1
asinh	D76	75	HalfToEven	na	-1	na	0	0	-1
asinh	D115	0	HalfToEven	na	-1	na	0	0	-1
asinh	D115	57	HalfToEven	na	-1	na	0	0	-1
asinh	D115	114	HalfToEven	na	-1	na	0	0	-1
asinh	D153	0	HalfToEven	na	-1	na	0	0	-1
asinh	D153	76	HalfToEven	na	-1	na	0	0	-1
asinh	D153	152	HalfToEven	na	-1	na	0	0	-1
asinh	D230	0	HalfToEven	na	-1	na	0	0	-1
asinh	D230	115	HalfToEven	na	-1	na	0	0	-1
asinh	D230	229	HalfToEven	na	-1	na	0	0	-1
asinh	D307	0	HalfToEven	na	-1	na	0	0	-1
asinh	D307	150	HalfToEven	na	-1	na	0	0	-1
asinh	D307	306	HalfToEven	na	-1	na	0	0	-1
asinh	D462	0	HalfToEven	na	-1	na	0	0	-1
asinh	D462	230	HalfToEven	na	-1	na	0	0	-1
asinh	D462	461	HalfToEven	na	-1	na	0	0	-1
asinh	D616	0	HalfToEven	na	-1	na	0	0	-1
asinh	D616	308	HalfToEven	na	-1	na	0	0	-1
asinh	D616	615	HalfToEven	na	-1	na	0	0	-1
asinh	D924	0	HalfToEven	na	-1	na	0	0	-1
asinh	D924	460	HalfToEven	na	-1	na	0	0	-1
asinh	D924	923	HalfToEven	na	-1	na	0	0	-1
asinh	D1232	0	HalfToEven	na	-1	na	0	0	-1
asinh	D1232	615	HalfToEven	na	-1	na	0	0	-1
asinh	D1232	1231	HalfToEven	na	-1	na	0	0	-1
acosh	D18	0	HalfToEven	na	-1	na	0	0	-1
acosh	D18	9	HalfToEven	na	-1	na	0	0	-1
acosh	D18	17	HalfToEven	na	-1	na	0	0	-1
acosh	D38	0	HalfToEven	na	-1	na	0	0	-1
acosh	D38	19	HalfToEven	na	-1	na	0	0	-1
acosh	D38	37	HalfToEven	na	-1	na	0	0	-1
acosh	D57	0	HalfToEven	na	-1	na	0	0	-1
acosh	D57	28	HalfToEven	na	-1	na	0	0	-1
acosh	D57	56	HalfToEven	na	-1	na	0	0	-1
acosh	D76	0	HalfToEven	na	-1	na	0	0	-1
acosh	D76	35	HalfToEven	na	-1	na	0	0	-1
acosh	D76	75	HalfToEven	na	-1	na	0	0	-1
acosh	D115	0	HalfToEven	na	-1	na	0	0	-1
acosh	D115	57	HalfToEven	na	-1	na	0	0	-1
acosh	D115	114	HalfToEven	na	-1	na	0	0	-1
acosh	D153	0	HalfToEven	na	-1	na	0	0	-1
acosh	D153	76	HalfToEven	na	-1	na	0	0	-1
acosh	D153	152	HalfToEven	na	-1	na	0	0	-1
acosh	D230	0	HalfToEven	na	-1	na	0	0	-1
acosh	D230	115	HalfToEven	na	-1	na	0	0	-1
acosh	D230	229	HalfToEven	na	-1	na	0	0	-1
acosh	D307	0	HalfToEven	na	-1	na	0	0	-1
acosh	D307	150	HalfToEven	na	-1	na	0	0	-1
acosh	D307	306	HalfToEven	na	-1	na	0	0	-1
acosh	D462	0	HalfToEven	na	-1	na	0	0	-1
acosh	D462	230	HalfToEven	na	-1	na	0	0	-1
acosh	D462	461	HalfToEven	na	-1	na	0	0	-1
acosh	D616	0	HalfToEven	na	-1	na	0	0	-1
acosh	D616	308	HalfToEven	na	-1	na	0	0	-1
acosh	D616	615	HalfToEven	na	-1	na	0	0	-1
acosh	D924	0	HalfToEven	na	-1	na	0	0	-1
acosh	D924	460	HalfToEven	na	-1	na	0	0	-1
acosh	D924	923	HalfToEven	na	-1	na	0	0	-1
acosh	D1232	0	HalfToEven	na	-1	na	0	0	-1
acosh	D1232	615	HalfToEven	na	-1	na	0	0	-1
acosh	D1232	1231	HalfToEven	na	-1	na	0	0	-1
atanh	D18	0	HalfToEven	na	-1	na	0	0	-1
atanh	D18	9	HalfToEven	na	-1	na	0	0	-1
atanh	D18	17	HalfToEven	na	-1	na	0	0	-1
atanh	D38	0	HalfToEven	na	-1	na	0	0	-1
atanh	D38	19	HalfToEven	na	-1	na	0	0	-1
atanh	D38	37	HalfToEven	na	-1	na	0	0	-1
atanh	D57	0	HalfToEven	na	-1	na	0	0	-1
atanh	D57	28	HalfToEven	na	-1	na	0	0	-1
atanh	D57	56	HalfToEven	na	-1	na	0	0	-1
atanh	D76	0	HalfToEven	na	-1	na	0	0	-1
atanh	D76	35	HalfToEven	na	-1	na	0	0	-1
atanh	D76	75	HalfToEven	na	-1	na	0	0	-1
atanh	D115	0	HalfToEven	na	-1	na	0	0	-1
atanh	D115	57	HalfToEven	na	-1	na	0	0	-1
atanh	D115	114	HalfToEven	na	-1	na	0	0	-1
atanh	D153	0	HalfToEven	na	-1	na	0	0	-1
atanh	D153	76	HalfToEven	na	-1	na	0	0	-1
atanh	D153	152	HalfToEven	na	-1	na	0	0	-1
atanh	D230	0	HalfToEven	na	-1	na	0	0	-1
atanh	D230	115	HalfToEven	na	-1	na	0	0	-1
atanh	D230	229	HalfToEven	na	-1	na	0	0	-1
atanh	D307	0	HalfToEven	na	-1	na	0	0	-1
atanh	D307	150	HalfToEven	na	-1	na	0	0	-1
atanh	D307	306	HalfToEven	na	-1	na	0	0	-1
atanh	D462	0	HalfToEven	na	-1	na	0	0	-1
atanh	D462	230	HalfToEven	na	-1	na	0	0	-1
atanh	D462	461	HalfToEven	na	-1	na	0	0	-1
atanh	D616	0	HalfToEven	na	-1	na	0	0	-1
atanh	D616	308	HalfToEven	na	-1	na	0	0	-1
atanh	D616	615	HalfToEven	na	-1	na	0	0	-1
atanh	D924	0	HalfToEven	na	-1	na	0	0	-1
atanh	D924	460	HalfToEven	na	-1	na	0	0	-1
atanh	D924	923	HalfToEven	na	-1	na	0	0	-1
atanh	D1232	0	HalfToEven	na	-1	na	0	0	-1
atanh	D1232	615	HalfToEven	na	-1	na	0	0	-1
atanh	D1232	1231	HalfToEven	na	-1	na	0	0	-1
log	D18	0	HalfToEven	na	-1	na	0	0	-1
log	D18	9	HalfToEven	na	-1	na	0	0	-1
log	D18	17	HalfToEven	na	-1	na	0	0	-1
log	D38	0	HalfToEven	na	-1	na	0	0	-1
log	D38	19	HalfToEven	na	-1	na	0	0	-1
log	D38	37	HalfToEven	na	-1	na	0	0	-1
log	D57	0	HalfToEven	na	-1	na	0	0	-1
log	D57	28	HalfToEven	na	-1	na	0	0	-1
log	D57	56	HalfToEven	na	-1	na	0	0	-1
log	D76	0	HalfToEven	na	-1	na	0	0	-1
log	D76	35	HalfToEven	na	-1	na	0	0	-1
log	D76	75	HalfToEven	na	-1	na	0	0	-1
log	D115	0	HalfToEven	na	-1	na	0	0	-1
log	D115	57	HalfToEven	na	-1	na	0	0	-1
log	D115	114	HalfToEven	na	-1	na	0	0	-1
log	D153	0	HalfToEven	na	-1	na	0	0	-1
log	D153	76	HalfToEven	na	-1	na	0	0	-1
log	D153	152	HalfToEven	na	-1	na	0	0	-1
log	D230	0	HalfToEven	na	-1	na	0	0	-1
log	D230	115	HalfToEven	na	-1	na	0	0	-1
log	D230	229	HalfToEven	na	-1	na	0	0	-1
log	D307	0	HalfToEven	na	-1	na	0	0	-1
log	D307	150	HalfToEven	na	-1	na	0	0	-1
log	D307	306	HalfToEven	na	-1	na	0	0	-1
log	D462	0	HalfToEven	na	-1	na	0	0	-1
log	D462	230	HalfToEven	na	-1	na	0	0	-1
log	D462	461	HalfToEven	na	-1	na	0	0	-1
log	D616	0	HalfToEven	na	-1	na	0	0	-1
log	D616	308	HalfToEven	na	-1	na	0	0	-1
log	D616	615	HalfToEven	na	-1	na	0	0	-1
log	D924	0	HalfToEven	na	-1	na	0	0	-1
log	D924	460	HalfToEven	na	-1	na	0	0	-1
log	D924	923	HalfToEven	na	-1	na	0	0	-1
log	D1232	0	HalfToEven	na	-1	na	0	0	-1
log	D1232	615	HalfToEven	na	-1	na	0	0	-1
log	D1232	1231	HalfToEven	na	-1	na	0	0	-1
atan2	D18	0	HalfToEven	na	-1	na	0	0	-1
atan2	D18	9	HalfToEven	na	-1	na	0	0	-1
atan2	D18	17	HalfToEven	na	-1	na	0	0	-1
atan2	D38	0	HalfToEven	na	-1	na	0	0	-1
atan2	D38	19	HalfToEven	na	-1	na	0	0	-1
atan2	D38	37	HalfToEven	na	-1	na	0	0	-1
atan2	D57	0	HalfToEven	na	-1	na	0	0	-1
atan2	D57	28	HalfToEven	na	-1	na	0	0	-1
atan2	D57	56	HalfToEven	na	-1	na	0	0	-1
atan2	D76	0	HalfToEven	na	-1	na	0	0	-1
atan2	D76	35	HalfToEven	na	-1	na	0	0	-1
atan2	D76	75	HalfToEven	na	-1	na	0	0	-1
atan2	D115	0	HalfToEven	na	-1	na	0	0	-1
atan2	D115	57	HalfToEven	na	-1	na	0	0	-1
atan2	D115	114	HalfToEven	na	-1	na	0	0	-1
atan2	D153	0	HalfToEven	na	-1	na	0	0	-1
atan2	D153	76	HalfToEven	na	-1	na	0	0	-1
atan2	D153	152	HalfToEven	na	-1	na	0	0	-1
atan2	D230	0	HalfToEven	na	-1	na	0	0	-1
atan2	D230	115	HalfToEven	na	-1	na	0	0	-1
atan2	D230	229	HalfToEven	na	-1	na	0	0	-1
atan2	D307	0	HalfToEven	na	-1	na	0	0	-1
atan2	D307	150	HalfToEven	na	-1	na	0	0	-1
atan2	D307	306	HalfToEven	na	-1	na	0	0	-1
atan2	D462	0	HalfToEven	na	-1	na	0	0	-1
atan2	D462	230	HalfToEven	na	-1	na	0	0	-1
atan2	D462	461	HalfToEven	na	-1	na	0	0	-1
atan2	D616	0	HalfToEven	na	-1	na	0	0	-1
atan2	D616	308	HalfToEven	na	-1	na	0	0	-1
atan2	D616	615	HalfToEven	na	-1	na	0	0	-1
atan2	D924	0	HalfToEven	na	-1	na	0	0	-1
atan2	D924	460	HalfToEven	na	-1	na	0	0	-1
atan2	D924	923	HalfToEven	na	-1	na	0	0	-1
atan2	D1232	0	HalfToEven	na	-1	na	0	0	-1
atan2	D1232	615	HalfToEven	na	-1	na	0	0	-1
atan2	D1232	1231	HalfToEven	na	-1	na	0	0	-1
powf	D18	0	HalfToEven	na	-1	na	0	0	-1
powf	D18	9	HalfToEven	na	-1	na	0	0	-1
powf	D18	17	HalfToEven	na	-1	na	0	0	-1
powf	D38	0	HalfToEven	na	-1	na	0	0	-1
powf	D38	19	HalfToEven	na	-1	na	0	0	-1
powf	D38	37	HalfToEven	na	-1	na	0	0	-1
powf	D57	0	HalfToEven	na	-1	na	0	0	-1
powf	D57	28	HalfToEven	na	-1	na	0	0	-1
powf	D57	56	HalfToEven	na	-1	na	0	0	-1
powf	D76	0	HalfToEven	na	-1	na	0	0	-1
powf	D76	35	HalfToEven	na	-1	na	0	0	-1
powf	D76	75	HalfToEven	na	-1	na	0	0	-1
powf	D115	0	HalfToEven	na	-1	na	0	0	-1
powf	D115	57	HalfToEven	na	-1	na	0	0	-1
powf	D115	114	HalfToEven	na	-1	na	0	0	-1
powf	D153	0	HalfToEven	na	-1	na	0	0	-1
powf	D153	76	HalfToEven	na	-1	na	0	0	-1
powf	D153	152	HalfToEven	na	-1	na	0	0	-1
powf	D230	0	HalfToEven	na	-1	na	0	0	-1
powf	D230	115	HalfToEven	na	-1	na	0	0	-1
powf	D230	229	HalfToEven	na	-1	na	0	0	-1
powf	D307	0	HalfToEven	na	-1	na	0	0	-1
powf	D307	150	HalfToEven	na	-1	na	0	0	-1
powf	D307	306	HalfToEven	na	-1	na	0	0	-1
powf	D462	0	HalfToEven	na	-1	na	0	0	-1
powf	D462	230	HalfToEven	na	-1	na	0	0	-1
powf	D462	461	HalfToEven	na	-1	na	0	0	-1
powf	D616	0	HalfToEven	na	-1	na	0	0	-1
powf	D616	308	HalfToEven	na	-1	na	0	0	-1
powf	D616	615	HalfToEven	na	-1	na	0	0	-1
powf	D924	0	HalfToEven	na	-1	na	0	0	-1
powf	D924	460	HalfToEven	na	-1	na	0	0	-1
powf	D924	923	HalfToEven	na	-1	na	0	0	-1
powf	D1232	0	HalfToEven	na	-1	na	0	0	-1
powf	D1232	615	HalfToEven	na	-1	na	0	0	-1
powf	D1232	1231	HalfToEven	na	-1	na	0	0	-1
